Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Gears,City_Hwy_Consumption_Ratio,Engine_Size_per_Cylinder,CO2_per_L100km,Vehicle_Size_Group,Fuel_Type_Label
CADILLAC,CTS-V COUPE,MID-SIZE,6.2,8,AS,Z,19.7,12.9,16.6,17,382,6,1.527,0.775,23.01,Mid-size,Premium Gasoline
CADILLAC,CTS-V COUPE,MID-SIZE,6.2,8,M,Z,16.7,12.5,14.8,19,340,6,1.336,0.775,22.97,Mid-size,Premium Gasoline
CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8,AS,Z,19.7,12.9,16.6,17,382,6,1.527,0.775,23.01,Mid-size,Premium Gasoline
CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8,M,Z,16.7,12.5,14.8,19,340,6,1.336,0.775,22.97,Mid-size,Premium Gasoline
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,6.2,8,AS,Z,19.7,12.9,16.6,17,382,6,1.527,0.775,23.01,Mid-size,Premium Gasoline
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,6.2,8,M,Z,16.7,12.5,14.8,19,340,6,1.336,0.775,22.97,Mid-size,Premium Gasoline
CADILLAC,ESCALADE AWD,SUV - STANDARD,6.2,8,A,Z,17.0,11.8,14.7,19,338,6,1.441,0.775,22.99,SUV,Premium Gasoline
CADILLAC,ESCALADE AWD,SUV - STANDARD,6.2,8,A,E,23.3,16.1,20.1,14,322,6,1.447,0.775,16.02,SUV,Ethanol (E85)
CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,6.2,8,A,Z,18.8,13.4,16.4,17,377,6,1.403,0.775,22.99,SUV,Premium Gasoline
CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,6.2,8,A,E,25.7,17.8,22.1,13,354,6,1.444,0.775,16.02,SUV,Ethanol (E85)
CADILLAC,SRX,SUV - STANDARD,3.6,6,AS,X,14.3,9.8,12.3,23,283,6,1.459,0.6,23.01,SUV,Regular Gasoline
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,AS,X,14.8,10.4,12.8,22,294,6,1.423,0.6,22.97,SUV,Regular Gasoline
CADILLAC,XTS,FULL-SIZE,3.6,6,AS,X,13.6,8.6,11.4,25,262,6,1.581,0.6,22.98,Mid-size,Regular Gasoline
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS,X,14.0,9.1,11.8,24,271,6,1.538,0.6,22.97,Mid-size,Regular Gasoline
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS,Z,14.8,9.8,12.6,22,290,6,1.51,0.6,23.02,Mid-size,Premium Gasoline
CHEVROLET,CAMARO,COMPACT,3.6,6,AS,X,13.2,8.7,11.2,25,258,6,1.517,0.6,23.04,Compact/Small,Regular Gasoline
CHEVROLET,CAMARO,COMPACT,3.6,6,M,X,14.2,8.6,11.7,24,269,6,1.651,0.6,22.99,Compact/Small,Regular Gasoline
CHEVROLET,CAMARO 2LS,COMPACT,3.6,6,AS,X,12.7,7.9,10.5,27,242,6,1.608,0.6,23.05,Compact/Small,Regular Gasoline
CHEVROLET,CAMARO SS,COMPACT,6.2,8,AS,Z,15.3,9.8,12.8,22,294,6,1.561,0.775,22.97,Compact/Small,Premium Gasoline
CHEVROLET,CAMARO SS,COMPACT,6.2,8,M,Z,15.0,9.9,12.7,22,292,6,1.515,0.775,22.99,Compact/Small,Premium Gasoline
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS,Z,19.7,12.9,16.6,17,382,6,1.527,0.775,23.01,Compact/Small,Premium Gasoline
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M,Z,16.7,12.5,14.8,19,340,6,1.336,0.775,22.97,Compact/Small,Premium Gasoline
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS,Z,14.9,8.5,12.0,24,276,6,1.753,0.775,23.0,Compact/Small,Premium Gasoline
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M,Z,13.7,8.2,11.2,25,258,7,1.671,0.775,23.04,Compact/Small,Premium Gasoline
CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS,X,9.1,6.3,7.8,36,179,6,1.444,0.35,22.95,Mid-size,Regular Gasoline
CHEVROLET,CRUZE,MID-SIZE,1.4,4,M,X,9.1,6.3,7.8,36,179,6,1.444,0.35,22.95,Mid-size,Regular Gasoline
CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS,X,10.5,6.7,8.8,32,202,6,1.567,0.45,22.95,Mid-size,Regular Gasoline
CHEVROLET,CRUZE,MID-SIZE,1.8,4,M,X,9.5,6.5,8.2,34,189,6,1.462,0.45,23.05,Mid-size,Regular Gasoline
CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4,AS,D,8.7,5.1,7.1,40,192,6,1.706,0.5,27.04,Mid-size,Diesel
CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,A,X,9.1,6.0,7.7,37,177,6,1.517,0.35,22.99,Mid-size,Regular Gasoline
CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,M,X,8.4,5.6,7.1,40,163,6,1.5,0.35,22.96,Mid-size,Regular Gasoline
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A,X,10.5,7.3,9.1,31,209,6,1.438,0.6,22.97,SUV,Regular Gasoline
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A,X,13.9,9.6,12.0,24,276,6,1.448,0.6,23.0,SUV,Regular Gasoline
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A,E,18.8,13.1,16.2,17,259,6,1.435,0.6,15.99,SUV,Ethanol (E85)
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A,X,11.5,8.2,10.0,28,230,6,1.402,0.6,23.0,SUV,Regular Gasoline
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A,X,14.8,9.9,12.6,22,290,6,1.495,0.6,23.02,SUV,Regular Gasoline
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A,E,19.8,13.6,17.0,17,272,6,1.456,0.6,16.0,SUV,Ethanol (E85)
CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,4.3,6,A,X,17.1,12.7,15.1,19,347,4,1.346,0.717,22.98,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,5.3,8,A,X,18.0,13.4,15.9,18,366,4,1.343,0.662,23.02,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,5.3,8,A,E,23.5,17.7,20.9,14,334,4,1.328,0.662,15.98,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A,X,18.3,14.2,16.5,17,380,4,1.289,0.662,23.03,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A,E,23.7,18.8,21.5,13,344,4,1.261,0.662,16.0,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A,X,18.6,13.9,16.5,17,380,4,1.338,0.662,23.03,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A,E,23.9,18.5,21.5,13,344,4,1.292,0.662,16.0,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A,X,18.3,14.2,16.5,17,380,4,1.289,0.662,23.03,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A,E,25.3,19.3,22.6,12,362,4,1.311,0.662,16.02,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A,X,18.6,13.9,16.5,17,380,4,1.338,0.662,23.03,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A,E,23.9,18.5,21.5,13,344,4,1.292,0.662,16.0,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A,X,18.3,14.2,16.5,17,380,4,1.289,0.662,23.03,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A,E,25.3,19.3,22.6,12,362,4,1.311,0.662,16.02,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A,X,21.1,14.2,18.0,16,414,6,1.486,0.6,23.0,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A,X,21.9,15.0,18.8,15,432,6,1.46,0.75,22.98,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A,E,30.0,20.4,25.7,11,411,6,1.471,0.75,15.99,Truck/Van,Ethanol (E85)
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A,X,21.3,14.3,18.2,16,419,6,1.49,0.6,23.02,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A,X,22.1,15.0,18.9,15,435,6,1.473,0.75,23.02,Truck/Van,Regular Gasoline
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A,E,30.2,20.5,25.8,11,413,6,1.473,0.75,16.01,Truck/Van,Ethanol (E85)
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS,X,11.3,7.5,9.6,29,221,6,1.507,0.625,23.02,Mid-size,Regular Gasoline
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS,X,12.6,8.2,10.6,27,244,6,1.537,0.6,23.02,Mid-size,Regular Gasoline
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS,E,16.7,11.3,14.3,20,229,6,1.478,0.6,16.01,Mid-size,Ethanol (E85)
CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS,X,10.0,7.0,8.7,32,200,6,1.429,0.6,22.99,Mid-size,Regular Gasoline
CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS,Z,11.5,7.9,9.9,29,228,6,1.456,0.5,23.03,Mid-size,Premium Gasoline
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS,X,9.3,6.4,8.0,35,184,6,1.453,0.625,23.0,Mid-size,Regular Gasoline
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS,X,12.2,8.6,10.6,27,244,6,1.419,0.6,23.02,SUV,Regular Gasoline
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,M,X,11.8,8.3,10.2,28,235,6,1.422,0.6,23.04,SUV,Regular Gasoline
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.4,9.9,11.8,24,271,6,1.354,0.717,22.97,Truck/Van,Regular Gasoline
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A,E,18.9,14.2,16.8,17,269,6,1.331,0.717,16.01,Truck/Van,Ethanol (E85)
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.6,10.3,12.7,22,292,6,1.417,0.662,22.99,Truck/Van,Regular Gasoline
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.5,13.7,16.9,17,270,6,1.423,0.662,15.98,Truck/Van,Ethanol (E85)
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16.3,11.4,14.1,20,324,6,1.43,0.775,22.98,Truck/Van,Premium Gasoline
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A,X,14.2,10.6,12.6,22,290,6,1.34,0.717,23.02,Truck/Van,Regular Gasoline
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A,E,20.0,15.1,17.8,16,285,6,1.325,0.717,16.01,Truck/Van,Ethanol (E85)
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.9,10.6,13.0,22,299,6,1.406,0.662,23.0,Truck/Van,Regular Gasoline
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.9,14.2,17.3,16,277,6,1.401,0.662,16.01,Truck/Van,Ethanol (E85)
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16.4,11.7,14.3,20,329,6,1.402,0.775,23.01,Truck/Van,Premium Gasoline
CHEVROLET,SONIC,COMPACT,1.4,4,AS,X,9.1,6.7,8.0,35,184,6,1.358,0.35,23.0,Compact/Small,Regular Gasoline
CHEVROLET,SONIC,COMPACT,1.4,4,M,X,8.5,6.2,7.5,38,173,6,1.371,0.35,23.07,Compact/Small,Regular Gasoline
CHEVROLET,SONIC,COMPACT,1.8,4,AS,X,9.6,6.6,8.3,34,191,6,1.455,0.45,23.01,Compact/Small,Regular Gasoline
CHEVROLET,SONIC,COMPACT,1.8,4,M,X,8.9,6.7,7.9,36,182,5,1.328,0.45,23.04,Compact/Small,Regular Gasoline
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS,X,9.4,7.0,8.3,34,191,6,1.343,0.35,23.01,Compact/Small,Regular Gasoline
CHEVROLET,SONIC RS,COMPACT,1.4,4,M,X,8.8,7.0,8.0,35,184,6,1.257,0.35,23.0,Compact/Small,Regular Gasoline
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS,X,9.1,6.7,8.0,35,184,6,1.358,0.35,23.0,Mid-size,Regular Gasoline
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M,X,8.5,6.2,7.5,38,172,6,1.371,0.35,22.93,Mid-size,Regular Gasoline
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS,X,9.6,6.6,8.3,34,191,6,1.455,0.45,23.01,Mid-size,Regular Gasoline
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M,X,8.9,6.7,7.9,36,182,5,1.328,0.45,23.04,Mid-size,Regular Gasoline
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS,X,9.4,7.0,8.3,34,191,6,1.343,0.35,23.01,Mid-size,Regular Gasoline
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M,X,8.8,7.0,8.0,35,184,6,1.257,0.35,23.0,Mid-size,Regular Gasoline
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,7.7,6.0,6.9,41,159,,1.283,0.3,23.04,Compact/Small,Regular Gasoline
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M,X,7.6,6.0,6.9,41,159,5,1.267,0.3,23.04,Compact/Small,Regular Gasoline
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A,X,16.0,11.1,13.8,20,317,6,1.441,0.662,22.97,SUV,Regular Gasoline
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A,E,21.5,14.6,18.4,15,294,6,1.473,0.662,15.98,SUV,Ethanol (E85)
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A,X,16.0,11.1,13.8,20,317,6,1.441,0.662,22.97,SUV,Regular Gasoline
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A,E,21.5,14.6,18.4,15,294,6,1.473,0.662,15.98,SUV,Ethanol (E85)
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A,X,16.0,11.1,13.8,20,317,6,1.441,0.662,22.97,SUV,Regular Gasoline
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A,E,21.5,14.6,18.4,15,294,6,1.473,0.662,15.98,SUV,Ethanol (E85)
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A,X,16.0,11.1,13.8,20,317,6,1.441,0.662,22.97,SUV,Regular Gasoline
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A,E,21.5,14.6,18.4,15,294,6,1.473,0.662,15.98,SUV,Ethanol (E85)
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A,X,14.3,9.9,12.3,23,283,6,1.444,0.6,23.01,SUV,Regular Gasoline
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A,X,14.6,10.2,12.6,22,290,6,1.431,0.6,23.02,SUV,Regular Gasoline
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS,X,9.4,7.1,8.4,34,193,6,1.324,0.35,22.98,SUV,Regular Gasoline
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M,X,9.1,6.8,8.1,35,186,6,1.338,0.35,22.96,SUV,Regular Gasoline
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS,X,10.0,7.8,9.0,31,207,6,1.282,0.35,23.0,SUV,Regular Gasoline
CHRYSLER,300,FULL-SIZE,3.6,6,A,X,12.4,7.7,10.3,27,237,8,1.61,0.6,23.01,Mid-size,Regular Gasoline
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A,X,11.7,8.2,10.1,28,232,4,1.427,0.6,22.97,Compact/Small,Regular Gasoline
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A,X,12.9,8.1,10.7,26,246,6,1.593,0.6,22.99,Compact/Small,Regular Gasoline
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A,X,12.5,8.1,10.5,27,242,6,1.543,0.6,23.05,Compact/Small,Regular Gasoline
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A,E,17.0,11.2,14.4,20,230,6,1.518,0.6,15.97,Compact/Small,Ethanol (E85)
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A,X,11.2,8.0,9.8,29,225,4,1.4,0.6,22.96,Mid-size,Regular Gasoline
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A,X,12.0,7.6,10.0,28,230,6,1.579,0.6,23.0,Mid-size,Regular Gasoline
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A,X,12.5,8.1,10.5,27,242,6,1.543,0.6,23.05,Mid-size,Regular Gasoline
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A,E,17.0,11.2,14.4,20,230,6,1.518,0.6,15.97,Mid-size,Ethanol (E85)
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A,X,15.8,9.2,12.8,22,294,5,1.717,0.712,22.97,Mid-size,Regular Gasoline
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A,X,12.8,8.6,10.9,26,251,8,1.488,0.6,23.03,Mid-size,Regular Gasoline
CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A,X,16.1,10.0,13.4,21,308,5,1.61,0.712,22.99,Mid-size,Regular Gasoline
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A,X,12.8,8.6,10.9,26,251,8,1.488,0.6,23.03,Mid-size,Regular Gasoline
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A,E,17.3,11.7,14.8,19,237,8,1.479,0.6,16.01,Mid-size,Ethanol (E85)
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A,X,12.4,7.7,10.3,27,237,8,1.61,0.6,23.01,Mid-size,Regular Gasoline
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A,E,16.8,10.3,13.9,20,222,8,1.631,0.6,15.97,Mid-size,Ethanol (E85)
CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A,Z,16.7,10.3,13.8,20,317,5,1.621,0.8,22.97,Mid-size,Premium Gasoline
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A,X,14.1,9.5,12.0,24,276,6,1.484,0.6,23.0,Truck/Van,Regular Gasoline
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A,E,19.7,13.3,16.8,17,269,6,1.481,0.6,16.01,Truck/Van,Ethanol (E85)
DODGE,AVENGER,MID-SIZE,2.4,4,A,X,11.2,8.0,9.8,29,225,4,1.4,0.6,22.96,Mid-size,Regular Gasoline
DODGE,AVENGER,MID-SIZE,2.4,4,A,X,12.0,7.6,10.0,28,230,6,1.579,0.6,23.0,Mid-size,Regular Gasoline
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A,X,12.5,8.1,10.5,27,242,6,1.543,0.6,23.05,Mid-size,Regular Gasoline
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A,E,17.0,11.2,14.4,20,230,6,1.518,0.6,15.97,Mid-size,Ethanol (E85)
DODGE,CHALLENGER,MID-SIZE,3.6,6,A,X,13.2,8.7,11.2,25,258,5,1.517,0.6,23.04,Mid-size,Regular Gasoline
DODGE,CHALLENGER,MID-SIZE,5.7,8,M,X,15.6,10.0,13.1,22,301,6,1.56,0.712,22.98,Mid-size,Regular Gasoline
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A,X,15.8,9.2,12.8,22,294,5,1.717,0.712,22.97,Mid-size,Regular Gasoline
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M,Z,16.8,10.4,13.9,20,320,6,1.615,0.8,23.02,Mid-size,Premium Gasoline
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A,Z,16.7,10.3,13.8,20,317,5,1.621,0.8,22.97,Mid-size,Premium Gasoline
DODGE,CHARGER,FULL-SIZE,3.6,6,A,X,13.2,8.7,11.2,25,258,5,1.517,0.6,23.04,Mid-size,Regular Gasoline
DODGE,CHARGER,FULL-SIZE,3.6,6,A,X,12.4,7.7,10.3,27,237,8,1.61,0.6,23.01,Mid-size,Regular Gasoline
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A,X,15.8,9.2,12.8,22,294,5,1.717,0.712,22.97,Mid-size,Regular Gasoline
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A,X,12.8,8.6,10.9,26,251,8,1.488,0.6,23.03,Mid-size,Regular Gasoline
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A,X,16.1,10.0,13.4,21,308,5,1.61,0.712,22.99,Mid-size,Regular Gasoline
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A,X,12.8,8.6,10.9,26,251,8,1.488,0.6,23.03,Mid-size,Regular Gasoline
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A,E,17.3,11.7,14.8,19,237,8,1.479,0.6,16.01,Mid-size,Ethanol (E85)
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A,X,13.2,8.7,11.2,25,258,5,1.517,0.6,23.04,Mid-size,Regular Gasoline
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A,E,18.3,12.6,15.7,18,251,5,1.452,0.6,15.99,Mid-size,Ethanol (E85)
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A,X,12.3,7.6,10.2,28,235,8,1.618,0.6,23.04,Mid-size,Regular Gasoline
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A,E,16.8,10.3,13.9,20,222,8,1.631,0.6,15.97,Mid-size,Ethanol (E85)
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A,Z,16.7,10.3,13.8,20,317,5,1.621,0.8,22.97,Mid-size,Premium Gasoline
DODGE,DART,MID-SIZE,2.0,4,M,X,9.4,6.5,8.1,35,186,6,1.446,0.5,22.96,Mid-size,Regular Gasoline
DODGE,DART,MID-SIZE,2.4,4,A,X,10.1,6.8,8.6,33,198,6,1.485,0.6,23.02,Mid-size,Regular Gasoline
DODGE,DART,MID-SIZE,2.4,4,M,X,10.5,6.7,8.8,32,202,6,1.567,0.6,22.95,Mid-size,Regular Gasoline
DODGE,DART FFV,MID-SIZE,2.0,4,A,X,9.9,7.0,8.6,33,198,6,1.414,0.5,23.02,Mid-size,Regular Gasoline
DODGE,DART FFV,MID-SIZE,2.0,4,A,E,14.2,9.8,12.2,23,195,6,1.449,0.5,15.98,Mid-size,Ethanol (E85)
DODGE,DART GT,MID-SIZE,2.4,4,A,X,10.6,7.5,9.2,31,212,6,1.413,0.6,23.04,Mid-size,Regular Gasoline
DODGE,DART GT,MID-SIZE,2.4,4,M,X,10.2,7.0,8.8,32,202,6,1.457,0.6,22.95,Mid-size,Regular Gasoline
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM,X,8.4,5.9,7.3,39,168,6,1.424,0.35,23.01,Mid-size,Regular Gasoline
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M,X,8.5,5.8,7.3,39,168,6,1.466,0.35,23.01,Mid-size,Regular Gasoline
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A,X,17.3,10.8,14.4,20,331,8,1.602,0.712,22.99,SUV,Regular Gasoline
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A,X,13.9,9.8,12.1,23,278,8,1.418,0.6,22.98,SUV,Regular Gasoline
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A,E,17.7,13.0,15.6,18,250,8,1.362,0.6,16.03,SUV,Ethanol (E85)
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A,X,13.7,9.4,11.8,24,271,6,1.457,0.6,22.97,Truck/Van,Regular Gasoline
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A,E,19.2,13.1,16.5,17,264,6,1.466,0.6,16.0,Truck/Van,Ethanol (E85)
DODGE,JOURNEY,SUV - SMALL,2.4,4,A,X,12.7,9.1,11.1,25,255,4,1.396,0.6,22.97,SUV,Regular Gasoline
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A,X,14.5,9.9,12.4,23,285,6,1.465,0.6,22.98,SUV,Regular Gasoline
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A,X,14.2,9.4,12.0,24,276,6,1.511,0.6,23.0,SUV,Regular Gasoline
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A,E,18.9,12.9,16.2,17,259,6,1.465,0.6,15.99,SUV,Ethanol (E85)
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M,X,8.5,6.9,7.8,36,179,5,1.232,0.35,22.95,Compact/Small,Regular Gasoline
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M,X,8.5,6.9,7.8,36,179,5,1.232,0.35,22.95,Compact/Small,Regular Gasoline
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A,X,8.7,6.9,7.9,36,182,6,1.261,0.35,23.04,Compact/Small,Regular Gasoline
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M,X,7.9,6.3,7.2,39,166,5,1.254,0.35,23.06,Compact/Small,Regular Gasoline
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M,X,8.5,6.9,7.8,36,179,5,1.232,0.35,22.95,Compact/Small,Regular Gasoline
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A,X,8.7,6.9,7.9,36,182,6,1.261,0.35,23.04,Compact/Small,Regular Gasoline
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M,X,7.6,5.9,6.8,42,156,5,1.288,0.35,22.94,Compact/Small,Regular Gasoline
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M,X,8.5,6.9,7.8,36,179,5,1.232,0.35,22.95,Compact/Small,Regular Gasoline
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM,X,10.0,7.2,8.7,32,200,6,1.389,0.35,22.99,Mid-size,Regular Gasoline
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M,X,9.3,7.2,8.4,34,193,6,1.292,0.35,22.98,Mid-size,Regular Gasoline
